Username,Robot Name,Time,Transaction ID,Quantity,Filled price,Type
juliaxy0,robot1,2024-01-09 16:31:03.680,9944fdee-ea21-4db5-81f5-045ee28a5c9b,0.03,46853,Buy
juliaxy0,robot1,2024-01-09 16:32:01.781,3e501f6d-a67f-402d-b23c-82570e2c4d1c,0.03,46853,Buy
juliaxy0,robot1,2024-01-09 16:34:03.718,38de7ef3-a309-4f4b-abeb-7022dc4fcbc2,0.03,46853,Buy
juliaxy0,robot1,2024-01-09 16:35:03.262,2b46c2a2-3924-4f49-bfcb-f5d1c38af1a4,0.03,46904.759646017,Buy
juliaxy0,robot1,2024-01-09 16:36:02.545,281e69bb-e667-4f47-b106-9cf207c4ab63,0.03,46849.42,Buy
juliaxy0,robot1,2024-01-09 16:38:02.022,d1883fd3-16fa-4a03-a007-92c7a6da1f11,0.03,46852.86,Buy
juliaxy0,robot1,2024-01-09 16:39:03.288,69d22cfe-89c0-4d20-a548-1ac2ba58f6de,0.03,46884.59,Buy
juliaxy0,robot1,2024-01-09 22:26:01.906,51712948-e96d-4cfc-9396-93738c40adaf,0.03,46832.932,Buy
juliaxy0,robot1,2024-01-09 22:27:03.827,89fafe4f-5b16-4fb7-9c2f-0df75c8383ab,0.03,46845.134114,Buy
juliaxy0,robot1,2024-01-09 22:28:01.512,5e6160c1-cfaa-41d4-9ea3-cfd299b58a52,0.03,46813.39,Buy
juliaxy0,robot1,2024-01-09 22:29:03.367,ebb9723d-361c-436d-84ad-6e25da83a887,0.03,46824.9520517,Buy
juliaxy0,robot1,2024-01-09 22:30:02.994,66a3969c-1b19-47a7-8888-555e1dae078a,0.03,46853.4,Buy
juliaxy0,robot1,2024-01-09 22:31:03.170,357ddc40-17af-4296-92cd-bdc04644b3fc,0.03,46830.6906456,Buy
juliaxy0,robot1,2024-01-09 22:32:01.776,57e82f2d-bc6c-4fa4-9443-da6b1ffea1c6,0.03,46805.47,Buy
juliaxy0,robot1,2024-01-09 22:34:02.846,fa9a8623-e66f-4ad5-956d-d010ffdbbcce,0.03,46824.80847434,Buy
juliaxy0,robot1,2024-01-09 22:35:02.766,37548a34-2164-4727-84e2-65456ff0b38c,0.03,46815.27,Buy
juliaxy0,robot1,2024-01-10 01:30:02.789,28002c40-0c0b-48fc-9778-efedae1bd473,0.03,46904.247,Buy
juliaxy0,robot1,2024-01-10 01:31:03.633,12442770-fe6e-4865-8156-b50e15e719e9,0.03,46855.024247467,Buy
juliaxy0,robot1,2024-01-10 01:35:03.439,94b71867-923c-47a0-86c9-8e5592796ef9,0.03,46789.5,Buy
juliaxy0,robot1,2024-01-10 01:41:04.157,742bcddd-055d-4f2a-a74d-d632b78dbabc,0.03,46794.366248,Buy
juliaxy0,robot1,2024-01-10 01:42:03.125,31c45ba3-2292-48c8-be49-5887a6053b7d,0.03,46771.3590984,Buy
juliaxy0,robot1,2024-01-10 01:44:04.295,9ad71f51-423a-4b4f-a65e-9ef1b7bedf10,0.03,46810.0051622,Buy
juliaxy0,robot1,2024-01-10 01:47:00.514,896ea321-e74c-418d-98b8-81f8ba968ebe,0.03,46862.37,Buy
juliaxy0,robot1,2024-01-10 01:51:31.614,25cc75a6-a901-4d17-a049-c13e9b1c8591,0.03,46943.975,Buy
juliaxy0,robot1,2024-01-10 01:53:01.034,7ab4cb8b-8db6-4c6b-9e04-3ac0ae7e190f,0.03,46874.651691547,Buy
juliaxy0,robot1,2024-01-10 01:54:01.624,97679b1e-37cc-430e-a847-fe42afb619cb,0.03,46927.34800422,Buy
juliaxy0,robot1,2024-01-10 01:55:02.968,518dda11-dc00-4854-a14b-504d664cb664,0.03,46889.36,Buy
juliaxy0,robot1,2024-01-10 01:56:01.903,2cbee56c-dbf6-4a2b-8b72-8326a95e4399,0.03,46862.4,Buy
juliaxy0,robot1,2024-01-10 02:02:01.173,a594e9df-6ecb-4dbd-a525-9acc120c59ed,0.03,46809.85008452,Buy
juliaxy0,robot1,2024-01-10 02:03:01.668,fca0ed3f-8cd0-4780-b6da-58c7d2983a2c,0.03,46825.03,Buy
juliaxy0,robot1,2024-01-10 02:06:02.123,3b2f4620-9c88-4126-8eb4-13bf2d8f2af7,0.03,46776.52,Buy
juliaxy0,robot1,2024-01-10 02:09:01.723,3944567d-cecb-4e66-b70c-1bafd28af9b9,0.03,46688.505615467,Buy
juliaxy0,robot1,2024-01-10 02:10:00.524,63a1af99-b9f6-465a-86ca-f0f0e418918d,0.03,46690.8,Buy
juliaxy0,robot1,2024-01-10 02:12:01.058,bd81a99c-3076-4966-80ff-f9aad84bab4f,0.03,46743.2745656,Buy
juliaxy0,robot1,2024-01-10 02:58:01.690,c6c9f939-0920-43ad-83c9-5328b9c8825d,0.03,46735.2,Buy
juliaxy0,robot1,2024-01-10 02:59:02.915,e186e34d-5b88-4110-8d00-3243594ecae1,0.03,46772.18,Buy
juliaxy0,robot1,2024-01-10 03:00:02.125,6b4e4a04-f2be-4137-8922-1122bda2e1f2,0.03,46758.9,Buy
juliaxy0,robot1,2024-01-10 03:01:00.641,83661812-e3f2-4893-b7b6-19acf1d3ca16,0.03,46769.72,Buy
juliaxy0,robot1,2024-01-10 03:02:02.763,6ab42308-26f3-4a7e-8f14-814d8e5d5a63,0.03,46800.46,Buy
juliaxy0,robot1,2024-01-10 03:03:02.620,502a1df5-da90-4486-ba12-60f9249a0f52,0.03,46786.34,Buy
juliaxy0,robot1,2024-01-10 03:04:00.520,c845d7cc-7293-4838-8b6f-ea19ff127090,0.03,46834.16,Buy
juliaxy0,robot1,2024-01-10 03:06:00.384,96a7c569-f0a7-4300-a7c2-efc91b5a8485,0.03,46718.698,Buy
juliaxy0,robot1,2024-01-10 03:12:02.810,a1795dee-d6ef-4653-ad11-e6b003ab81c4,0.03,46716.061234587,Buy
juliaxy0,robot1,2024-01-10 03:14:00.350,62c3e082-c14f-49ab-b477-12f7952985d8,0.03,46718.698,Buy
juliaxy0,robot1,2024-01-10 03:15:01.733,cab562a6-9d93-469a-9a23-da4d49a1a726,0.03,46718.698,Buy
juliaxy0,robot1,2024-01-10 03:16:01.702,70a6ba4f-a596-4eac-ae87-d926ac9e690c,0.03,46717.743030673,Buy
juliaxy0,robot1,2024-01-10 03:17:00.661,df630c88-af83-4fbc-b294-fbe1102dc001,0.03,46718.698,Buy
juliaxy0,robot1,2024-01-10 03:19:01.997,c3bbf654-735b-43d7-b985-7e140817c61c,0.03,46718.698,Buy
juliaxy0,robot1,2024-01-10 03:20:01.760,45acb5e6-3e28-4f8b-aea7-0860b4315637,0.03,46718.698,Buy
juliaxy0,robot1,2024-01-10 03:21:02.345,7edb745d-04b9-4e81-85eb-59b92ebc0022,0.03,46718.698,Buy
juliaxy0,robot1,2024-01-10 03:22:00.719,ed8da699-74ad-4592-9531-10b4bc65e236,0.03,46718.698,Buy
juliaxy0,robot1,2024-01-10 03:24:01.349,b9cf663b-4a0e-4ee3-a273-a5840add89c2,0.03,46718.698,Buy
juliaxy0,robot1,2024-01-10 03:25:01.489,18f027b2-7638-4563-99c5-e5be2ebf7125,0.03,46718.698,Buy
juliaxy0,robot1,2024-01-10 03:26:01.307,a8889f8f-f15f-45f1-b911-65dcf8d50359,0.03,46718.698,Buy
juliaxy0,robot1,2024-01-10 03:27:01.275,538a7892-89f6-4fa1-b7dd-e80f1f92a00b,0.03,46718.698,Buy
juliaxy0,robot1,2024-01-10 03:28:01.549,b9eadc41-ca25-4b0f-b63f-858ad25add90,0.03,46718.698,Buy
juliaxy0,robot1,2024-01-10 03:29:01.669,92b33980-adca-408a-89a1-d147c0382d11,0.03,46718.698,Buy
juliaxy0,robot1,2024-01-10 03:31:00.396,44cd4d0a-970c-48d8-95d6-20f876e07524,0.03,46899.3,Buy
juliaxy0,robot1,2024-01-10 03:33:00.893,e9faff7c-cc20-462d-863c-959fd2d8d330,0.03,46931.59711238,Buy
juliaxy0,robot1,2024-01-10 03:34:02.219,a91f0cb3-10a5-46c0-b331-b7d772598516,0.03,46949.4,Buy
juliaxy0,robot1,2024-01-10 03:35:01.819,364fc650-0cea-4095-af01-21b588e34531,0.03,46917,Buy
